raw_name,original_video,segmented_video,segment_number,start,end,start_frame,end_frame,sentiment,happy,sad,anger,surprise,disgust,fear
35694[11],35694,35694_11,11,17.282,20.228,518,606,-1.3333334,0.6666667,0.0,0.0,0.0,0.33333334,0.0
35694[12],35694,35694_12,12,19.228,23.331,576,699,0.6666667,1.6666666,0.0,0.0,0.33333334,0.0,0.0
35694[13],35694,35694_13,13,22.54,25.366,676,760,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0
35694[14],35694,35694_14,14,25.922,27.771,777,833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35694[15],35694,35694_15,15,28.247,30.564,847,916,1.0,1.0,0.0,0.0,0.6666667,0.0,0.0
35694[16],35694,35694_16,16,29.564,32.42,886,972,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
35694[17],35694,35694_17,17,31.42,33.717,942,1011,0.33333334,0.6666667,0.0,0.0,0.33333334,0.0,0.0
35694[1],35694,35694_1,1,5.948,14.441,178,433,0.6666667,0.6666667,0.0,0.0,0.33333334,0.33333334,0.0
35694[2],35694,35694_2,2,32.717,34.705,981,1041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35694[3],35694,35694_3,3,34.962,36.231,1048,1086,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
35694[4],35694,35694_4,4,35.551,44.522,1066,1335,-1.3333334,0.33333334,0.0,0.0,0.0,0.33333334,0.0
35694[5],35694,35694_5,5,43.951,50.03,1318,1500,-1.6666666,0.33333334,0.0,0.0,0.0,1.0,0.0
35694[6],35694,35694_6,6,49.768,53.233,1493,1596,-1.3333334,0.33333334,0.33333334,0.33333334,0.33333334,0.0,0.0
35694[7],35694,35694_7,7,52.233,68.278,1566,2048,-1.3333334,0.0,0.0,0.0,0.33333334,0.33333334,0.0
35694[8],35694,35694_8,8,67.817,77.498,2034,2324,0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
35694[9],35694,35694_9,9,76.498,102.431,2294,3072,-1.6666666,1.0,0.0,0.33333334,0.0,0.6666667,0.0
36098[0],36098,36098_0,0,0.0,9.093,0,272,-0.6666667,0.6666667,0.33333334,0.0,0.0,0.0,0.0
36098[10],36098,36098_10,10,53.021,60.376,1590,1811,-2.3333333,0.0,1.0,0.6666667,0.0,1.6666666,0.0
36098[1],36098,36098_1,1,8.522,12.425,255,372,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
36098[2],36098,36098_2,2,59.905,66.483,1797,1994,-2.0,0.0,0.6666667,0.0,0.0,0.0,0.0
36098[3],36098,36098_3,3,11.645,14.511,349,435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36098[4],36098,36098_4,4,14.907,19.459,447,583,-2.3333333,0.0,0.6666667,0.0,0.0,0.6666667,0.0
36098[5],36098,36098_5,5,18.489,31.472,554,944,-1.3333334,0.0,0.0,0.6666667,0.0,2.0,0.0
36098[6],36098,36098_6,6,30.622,34.854,918,1045,-0.6666667,0.33333334,0.33333334,0.0,0.0,0.33333334,0.0
36098[7],36098,36098_7,7,35.77,39.683,1073,1190,-1.3333334,0.0,0.0,0.0,0.0,0.33333334,0.0
36098[8],36098,36098_8,8,38.683,44.363,1160,1330,-2.3333333,0.0,0.6666667,0.33333334,0.33333334,1.0,0.0
36098[9],36098,36098_9,9,43.363,53.492,1300,1604,0.6666667,1.3333334,0.0,0.0,0.0,0.0,0.0
367506[0],367506,367506_0,0,0.49,14.95,14,448,0.33333334,1.0,0.0,0.0,0.33333334,0.0,0.0
367506[10],367506,367506_10,10,16.883,21.046,506,631,0.0,0.0,1.3333334,0.0,0.0,0.0,0.0
367506[11],367506,367506_11,11,21.882,23.75,656,712,0.0,0.0,0.33333334,0.6666667,0.0,0.0,0.0
367506[12],367506,367506_12,12,24.326,34.605,729,1038,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
367506[13],367506,367506_13,13,33.605,39.963,1008,1198,2.3333333,1.3333334,0.0,0.6666667,0.0,0.0,0.0
367506[14],367506,367506_14,14,39.611,44.443,1188,1333,0.0,0.0,0.0,1.0,0.0,0.0,0.0
367506[15],367506,367506_15,15,43.712,46.618,1311,1398,0.0,0.6666667,0.0,0.0,0.33333334,0.0,0.0
367506[16],367506,367506_16,16,46.396,50.2,1391,1505,2.3333333,1.6666666,0.0,0.0,0.33333334,0.0,0.0
367506[1],367506,367506_1,1,14.498,15.868,434,476,0.0,0.0,0.0,0.33333334,0.33333334,0.0,0.0
367506[2],367506,367506_2,2,49.2,52.923,1475,1587,1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
367506[3],367506,367506_3,3,52.382,61.045,1571,1831,1.6666666,1.6666666,0.0,0.0,0.33333334,0.0,0.0
367506[4],367506,367506_4,4,61.522,65.754,1845,1972,2.6666667,2.0,0.0,0.0,0.0,0.0,0.0
367506[5],367506,367506_5,5,65.153,69.316,1954,2079,2.6666667,2.0,0.0,0.0,0.0,0.0,0.0
367506[6],367506,367506_6,6,68.915,79.752,2067,2392,2.3333333,1.6666666,0.0,0.0,0.0,0.0,0.0
367506[7],367506,367506_7,7,78.752,80.7,2362,2420,3.0,2.6666667,0.0,0.0,0.0,0.0,0.0
367506[8],367506,367506_8,8,80.249,82.666,2407,2479,1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
367506[9],367506,367506_9,9,15.995,17.294,479,518,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
367576[0],367576,367576_0,0,2.855,8.195,85,245,0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
367576[10],367576,367576_10,10,18.669,21.425,560,642,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
367576[11],367576,367576_11,11,21.522,30.285,645,908,0.0,1.0,0.33333334,0.0,0.0,0.0,0.0
367576[12],367576,367576_12,12,29.784,39.065,893,1171,1.6666666,0.33333334,0.0,0.0,0.0,0.0,0.0
367576[13],367576,367576_13,13,38.434,45.031,1153,1350,0.0,1.0,0.0,0.0,0.6666667,0.0,0.0
367576[14],367576,367576_14,14,45.029,49.441,1350,1483,-1.6666666,0.33333334,0.33333334,0.0,0.0,0.0,0.0
367576[15],367576,367576_15,15,49.12,52.395,1473,1571,-1.6666666,0.6666667,0.33333334,0.33333334,0.0,0.0,0.0
367576[16],367576,367576_16,16,51.804,59.319,1554,1779,-1.3333334,0.6666667,0.0,0.33333334,0.0,0.0,0.0
367576[1],367576,367576_1,1,7.195,10.43,215,312,0.0,1.0,0.0,0.0,0.0,0.0,0.0
367576[2],367576,367576_2,2,58.319,66.183,1749,1985,2.0,1.0,0.0,0.0,0.0,0.0,0.0
367576[3],367576,367576_3,3,65.672,70.224,1970,2106,0.0,0.33333334,0.33333334,0.0,0.0,0.0,0.0
367576[4],367576,367576_4,4,70.262,84.033,2107,2520,-1.3333334,0.6666667,0.33333334,0.0,0.0,0.0,0.0
367576[5],367576,367576_5,5,83.681,88.293,2510,2648,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
367576[6],367576,367576_6,6,87.522,97.402,2625,2922,0.0,1.0,0.0,0.0,0.0,0.0,0.0
367576[7],367576,367576_7,7,96.402,111.48,2892,3344,-0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
367576[8],367576,367576_8,8,111.039,118.105,3331,3543,1.3333334,1.0,0.0,0.0,0.0,0.0,0.0
367576[9],367576,367576_9,9,10.907,19.25,327,577,1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
36o2cux9kfQ[0],36o2cux9kfQ,36o2cux9kfQ_0,0,0.0,5.282,0,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36o2cux9kfQ[1],36o2cux9kfQ,36o2cux9kfQ_1,1,120.946,126.376,3628,3791,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
37117[0],37117,37117_0,0,0.0,1.999,0,59,0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
37117[10],37117,37117_10,10,38.863,54.34,1165,1630,-0.6666667,0.33333334,0.0,0.0,0.0,0.6666667,0.0
37117[11],37117,37117_11,11,54.138,67.62,1624,2028,-1.6666666,0.0,0.33333334,0.33333334,0.0,0.33333334,0.0
37117[12],37117,37117_12,12,67.408,80.531,2022,2415,-2.0,0.0,0.33333334,0.33333334,0.0,0.0,0.0
37117[1],37117,37117_1,1,0.999,19.599,29,587,0.33333334,1.0,0.0,0.0,0.33333334,0.0,0.0
37117[2],37117,37117_2,2,79.99,88.902,2399,2667,-0.33333334,0.6666667,0.0,0.0,0.0,0.33333334,0.0
37117[3],37117,37117_3,3,88.71,92.962,2661,2788,-1.0,0.33333334,0.0,0.0,0.0,0.0,0.0
37117[4],37117,37117_4,4,92.671,101.403,2780,3042,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
37117[5],37117,37117_5,5,19.876,26.613,596,798,0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
37117[6],37117,37117_6,6,25.613,30.903,768,927,-0.6666667,0.6666667,0.0,0.33333334,0.0,1.0,0.0
37117[7],37117,37117_7,7,30.033,32.919,900,987,-2.0,0.33333334,0.0,0.0,0.0,0.0,0.0
37117[8],37117,37117_8,8,32.877,36.491,986,1094,-1.0,0.0,0.33333334,0.0,0.0,0.6666667,0.0
37117[9],37117,37117_9,9,35.491,39.614,1064,1188,-1.6666666,0.0,0.0,0.0,0.0,0.0,0.0
37459[0],37459,37459_0,0,0.57,8.305,17,249,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
37459[1],37459,37459_1,1,8.402,16.716,252,501,1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
37459[2],37459,37459_2,2,16.324,27.511,489,825,-3.0,0.0,0.6666667,1.0,1.0,0.6666667,0.0
37459[3],37459,37459_3,3,27.858,36.042,835,1081,-2.6666667,0.0,0.0,0.33333334,0.33333334,1.0,0.0
37459[4],37459,37459_4,4,35.63,43.495,1068,1304,0.33333334,0.33333334,0.33333334,0.0,0.33333334,0.0,0.0
37459[5],37459,37459_5,5,43.622,49.611,1308,1488,-1.6666666,0.0,0.33333334,0.0,0.33333334,0.0,0.0
37459[6],37459,37459_6,6,48.93,57.513,1467,1725,-1.0,0.0,0.33333334,1.0,0.0,0.0,0.0
37459[7],37459,37459_7,7,57.351,60.416,1720,1812,-3.0,0.0,0.6666667,0.6666667,0.0,1.3333334,0.0
37NMbnd7r20[0],37NMbnd7r20,37NMbnd7r20_0,0,0.0,28.898,0,866,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0
38019[0],38019,38019_0,0,0.0,6.489,0,194,-1.3333334,0.0,0.0,0.33333334,0.0,0.0,0.0
38019[10],38019,38019_10,10,66.261,68.568,1987,2057,-1.6666666,0.0,0.6666667,0.33333334,0.0,0.6666667,0.0
38019[11],38019,38019_11,11,68.785,71.86,2063,2155,0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0
38019[1],38019,38019_1,1,6.726,17.215,201,516,-2.0,0.0,0.33333334,0.0,0.33333334,0.33333334,0.0
38019[2],38019,38019_2,2,70.86,73.626,2125,2208,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
38019[3],38019,38019_3,3,73.345,78.685,2200,2360,1.6666666,0.6666667,0.0,0.0,0.0,0.0,0.0
38019[4],38019,38019_4,4,16.554,19.958,496,598,-1.6666666,0.0,0.33333334,0.0,0.0,0.6666667,0.0
38019[5],38019,38019_5,5,20.006,26.873,600,806,-2.0,0.0,1.0,0.0,0.33333334,0.0,0.0
38019[6],38019,38019_6,6,26.381,31.342,791,940,-1.0,0.0,0.6666667,0.0,0.0,0.0,0.0
38019[7],38019,38019_7,7,30.931,38.546,927,1156,0.33333334,0.0,0.33333334,0.0,0.0,0.33333334,0.0
38019[8],38019,38019_8,8,38.294,61.205,1148,1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38019[9],38019,38019_9,9,60.753,66.502,1822,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38374[0],38374,38374_0,0,1.638,8.494,49,254,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
38374[1],38374,38374_1,1,8.412,15.269,252,458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38374[2],38374,38374_2,2,15.047,24.977,451,749,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
38374[3],38374,38374_3,3,24.975,29.636,749,889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38374[4],38374,38374_4,4,29.245,35.144,877,1054,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
38374[5],38374,38374_5,5,34.144,41.39,1024,1241,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
38374[6],38374,38374_6,6,40.39,46.987,1211,1409,1.3333334,1.0,0.0,0.0,0.0,0.0,0.0
38374[7],38374,38374_7,7,46.546,60.726,1396,1821,-2.0,0.0,0.0,0.0,0.0,1.0,0.0
38374[8],38374,38374_8,8,59.726,67.919,1791,2037,-2.0,0.0,0.0,0.0,0.0,0.6666667,0.0
38374[9],38374,38374_9,9,66.919,88.353,2007,2650,0.0,0.33333334,0.0,0.0,0.0,0.33333334,0.0
39lcRCFvV-s[0],39lcRCFvV-s,39lcRCFvV-s_0,0,-0.487528344671,1.94920634921,-15,58,2.0,2.6666667,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[10],39lcRCFvV-s,39lcRCFvV-s_10,10,80.787755102,82.9551020408,2423,2488,0.0,0.33333334,0.0,1.0,0.6666667,0.0,0.0
39lcRCFvV-s[11],39lcRCFvV-s,39lcRCFvV-s_11,11,81.9551020408,88.1133786848,2458,2643,2.3333333,2.6666667,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[12],39lcRCFvV-s,39lcRCFvV-s_12,12,2.74512471655,5.68072562358,82,170,1.3333334,1.3333334,0.0,0.33333334,0.0,0.33333334,0.0
39lcRCFvV-s[13],39lcRCFvV-s,39lcRCFvV-s_13,13,87.1133786848,93.9102040816,2613,2817,0.33333334,1.6666666,0.0,0.33333334,0.0,0.0,0.0
39lcRCFvV-s[14],39lcRCFvV-s,39lcRCFvV-s_14,14,92.9102040816,99.7868480726,2787,2993,1.0,1.3333334,0.0,0.0,0.33333334,0.0,0.0
39lcRCFvV-s[15],39lcRCFvV-s,39lcRCFvV-s_15,15,98.7868480726,103.199092971,2963,3095,0.6666667,2.0,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[16],39lcRCFvV-s,39lcRCFvV-s_16,16,102.199092971,108.526984127,3065,3255,2.0,1.6666666,0.0,0.33333334,0.0,0.0,0.0
39lcRCFvV-s[17],39lcRCFvV-s,39lcRCFvV-s_17,17,107.526984127,110.432653061,3225,3312,-0.33333334,1.3333334,0.0,0.0,0.0,0.33333334,0.0
39lcRCFvV-s[18],39lcRCFvV-s,39lcRCFvV-s_18,18,109.432653061,111.80952381,3282,3354,1.0,2.0,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[19],39lcRCFvV-s,39lcRCFvV-s_19,19,110.80952381,117.446712018,3324,3523,1.3333334,2.0,0.33333334,0.0,0.0,0.0,0.0
39lcRCFvV-s[1],39lcRCFvV-s,39lcRCFvV-s_1,1,0.94920634921,3.74512471655,28,112,1.0,2.0,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[20],39lcRCFvV-s,39lcRCFvV-s_20,20,116.446712018,120.380045351,3493,3611,2.0,1.0,0.0,0.0,0.6666667,0.0,0.0
39lcRCFvV-s[21],39lcRCFvV-s,39lcRCFvV-s_21,21,119.380045351,124.071655329,3581,3722,1.3333334,0.6666667,0.0,1.0,0.0,0.0,0.0
39lcRCFvV-s[22],39lcRCFvV-s,39lcRCFvV-s_22,22,123.071655329,127.264399093,3692,3817,-1.3333334,0.6666667,1.0,0.0,0.33333334,0.0,0.0
39lcRCFvV-s[23],39lcRCFvV-s,39lcRCFvV-s_23,23,126.264399093,129.160090703,3787,3874,0.6666667,0.33333334,0.0,0.0,0.0,0.33333334,0.0
39lcRCFvV-s[24],39lcRCFvV-s,39lcRCFvV-s_24,24,128.160090703,131.414965986,3844,3942,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[25],39lcRCFvV-s,39lcRCFvV-s_25,25,130.414965986,140.135147392,3912,4204,1.6666666,2.0,0.0,0.0,0.33333334,0.0,0.0
39lcRCFvV-s[26],39lcRCFvV-s,39lcRCFvV-s_26,26,140.222675737,143.816780045,4206,4314,1.3333334,1.0,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[27],39lcRCFvV-s,39lcRCFvV-s_27,27,142.966439909,145.522902494,4288,4365,1.0,1.3333334,0.0,0.0,0.33333334,0.33333334,0.0
39lcRCFvV-s[28],39lcRCFvV-s,39lcRCFvV-s_28,28,146.119274376,153.454875283,4383,4603,1.0,1.3333334,0.0,0.0,0.0,0.33333334,0.0
39lcRCFvV-s[29],39lcRCFvV-s,39lcRCFvV-s_29,29,152.454875283,156.41814059,4573,4692,-0.6666667,1.6666666,0.0,0.0,1.6666666,0.33333334,0.0
39lcRCFvV-s[2],39lcRCFvV-s,39lcRCFvV-s_2,2,33.7446712018,40.1224489796,1012,1203,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[30],39lcRCFvV-s,39lcRCFvV-s_30,30,155.41814059,160.089795918,4662,4802,-0.33333334,2.0,0.0,0.0,0.6666667,0.0,0.0
39lcRCFvV-s[31],39lcRCFvV-s,39lcRCFvV-s_31,31,5.17959183673,7.19727891156,155,215,1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[32],39lcRCFvV-s,39lcRCFvV-s_32,32,159.13968254,166.235827664,4774,4987,1.0,1.0,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[33],39lcRCFvV-s,39lcRCFvV-s_33,33,165.415419501,173.369614512,4962,5201,3.0,2.0,0.0,0.0,0.0,0.33333334,0.0
39lcRCFvV-s[34],39lcRCFvV-s,39lcRCFvV-s_34,34,172.369614512,176.771882086,5171,5303,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[35],39lcRCFvV-s,39lcRCFvV-s_35,35,175.771882086,183.167346939,5273,5494,1.6666666,1.6666666,0.0,0.0,0.6666667,0.0,0.0
39lcRCFvV-s[36],39lcRCFvV-s,39lcRCFvV-s_36,36,182.237188209,184.634013605,5467,5538,1.0,1.6666666,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[37],39lcRCFvV-s,39lcRCFvV-s_37,37,183.634013605,186.110657596,5508,5583,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[38],39lcRCFvV-s,39lcRCFvV-s_38,38,185.110657596,188.784580499,5553,5663,2.0,2.0,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[39],39lcRCFvV-s,39lcRCFvV-s_39,39,187.784580499,191.418594104,5633,5742,1.6666666,2.6666667,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[3],39lcRCFvV-s,39lcRCFvV-s_3,3,39.1523809524,48.7428571429,1174,1462,0.6666667,0.0,0.0,1.6666666,0.0,0.0,0.0
39lcRCFvV-s[40],39lcRCFvV-s,39lcRCFvV-s_40,40,6.19727891156,17.2843537415,185,518,2.3333333,1.6666666,0.0,0.0,1.0,0.0,0.0
39lcRCFvV-s[41],39lcRCFvV-s,39lcRCFvV-s_41,41,16.2843537415,25.2063492063,488,756,0.6666667,2.0,0.0,0.0,1.0,0.33333334,0.0
39lcRCFvV-s[42],39lcRCFvV-s,39lcRCFvV-s_42,42,24.2063492063,28.8680272109,726,866,2.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[43],39lcRCFvV-s,39lcRCFvV-s_43,43,27.8879818594,30.1351473923,836,904,1.6666666,2.0,0.0,0.0,0.0,0.0,0.0
39lcRCFvV-s[44],39lcRCFvV-s,39lcRCFvV-s_44,44,29.1351473923,34.7446712018,874,1042,0.33333334,2.0,0.0,0.0,1.3333334,0.0,0.0
39lcRCFvV-s[4],39lcRCFvV-s,39lcRCFvV-s_4,4,47.7428571429,54.2702947846,1432,1628,0.33333334,0.6666667,0.0,0.0,0.33333334,0.33333334,0.0
39lcRCFvV-s[5],39lcRCFvV-s,39lcRCFvV-s_5,5,53.2702947846,62.3419501134,1598,1870,1.3333334,1.3333334,0.0,0.33333334,0.6666667,0.0,0.0
39lcRCFvV-s[6],39lcRCFvV-s,39lcRCFvV-s_6,6,61.3419501134,70.2639455782,1840,2107,1.0,2.0,0.0,0.0,1.0,0.0,0.0
39lcRCFvV-s[7],39lcRCFvV-s,39lcRCFvV-s_7,7,69.2839002268,73.3170068027,2078,2199,-1.3333334,0.0,0.0,0.6666667,1.0,0.0,0.0
39lcRCFvV-s[8],39lcRCFvV-s,39lcRCFvV-s_8,8,72.3170068027,76.7691609977,2169,2303,-0.6666667,0.0,0.0,0.0,0.33333334,1.0,0.0
39lcRCFvV-s[9],39lcRCFvV-s,39lcRCFvV-s_9,9,75.7691609977,81.787755102,2273,2453,0.33333334,1.0,0.0,1.0,0.6666667,0.0,0.0
3At-BKm9eYk[0],3At-BKm9eYk,3At-BKm9eYk_0,0,0.0,2.209,0,66,-0.6666667,0.0,0.6666667,2.0,0.0,1.6666666,1.3333334
3At-BKm9eYk[1],3At-BKm9eYk,3At-BKm9eYk_1,1,1.288,9.692,38,290,-0.33333334,0.0,1.0,0.33333334,0.0,0.0,0.0
3At-BKm9eYk[2],3At-BKm9eYk,3At-BKm9eYk_2,2,8.692,13.683,260,410,-2.3333333,0.0,2.0,0.0,0.0,0.0,0.0
3At-BKm9eYk[3],3At-BKm9eYk,3At-BKm9eYk_3,3,13.541,21.285,406,638,-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.0
3At-BKm9eYk[4],3At-BKm9eYk,3At-BKm9eYk_4,4,21.532,28.399,645,851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3At-BKm9eYk[5],3At-BKm9eYk,3At-BKm9eYk_5,5,27.808,38.027,834,1140,-0.33333334,1.0,1.0,0.0,0.33333334,0.0,0.0
3At-BKm9eYk[6],3At-BKm9eYk,3At-BKm9eYk_6,6,37.885,45.39,1136,1361,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3At-BKm9eYk[7],3At-BKm9eYk,3At-BKm9eYk_7,7,44.39,50.05,1331,1501,0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
3B1zIUj-k3o[0],3B1zIUj-k3o,3B1zIUj-k3o_0,0,0.0,10.649,0,319,-1.3333334,0.0,0.0,0.33333334,0.0,0.0,0.0
3B1zIUj-k3o[1],3B1zIUj-k3o,3B1zIUj-k3o_1,1,11.994,20.996,359,629,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3B1zIUj-k3o[2],3B1zIUj-k3o,3B1zIUj-k3o_2,2,82.823,95.297,2484,2858,-0.33333334,0.0,0.0,1.0,0.0,0.0,0.0
3B1zIUj-k3o[3],3B1zIUj-k3o,3B1zIUj-k3o_3,3,21.393,26.613,641,798,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3B1zIUj-k3o[4],3B1zIUj-k3o,3B1zIUj-k3o_4,4,27.19,40.013,815,1200,0.33333334,0.0,0.0,1.3333334,0.0,0.0,0.0
3B1zIUj-k3o[5],3B1zIUj-k3o,3B1zIUj-k3o_5,5,39.881,49.671,1196,1490,-2.0,0.0,0.0,2.0,0.0,0.6666667,0.0
3B1zIUj-k3o[6],3B1zIUj-k3o,3B1zIUj-k3o_6,6,62.27,69.236,1868,2077,-1.6666666,0.0,0.0,0.6666667,0.0,0.33333334,0.0
3DOrdP4H8SA[0],3DOrdP4H8SA,3DOrdP4H8SA_0,0,1.26848072562,5.75056689342,38,172,-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.6666667
3DOrdP4H8SA[10],3DOrdP4H8SA,3DOrdP4H8SA_10,10,29.4344671202,36.9396825397,883,1108,-3.0,0.0,3.0,0.0,0.0,0.0,0.33333334
3DOrdP4H8SA[11],3DOrdP4H8SA,3DOrdP4H8SA_11,11,37.69569161,40.7011337868,1130,1221,-1.6666666,0.0,3.0,0.0,0.0,0.0,0.0
3DOrdP4H8SA[1],3DOrdP4H8SA,3DOrdP4H8SA_1,1,41.4072562358,48.4535147392,1242,1453,-1.0,0.0,0.6666667,0.0,0.0,0.0,0.0
3DOrdP4H8SA[2],3DOrdP4H8SA,3DOrdP4H8SA_2,2,48.0222222222,51.1873015873,1440,1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3DOrdP4H8SA[3],3DOrdP4H8SA,3DOrdP4H8SA_3,3,50.4666666667,55.4176870748,1513,1662,0.6666667,0.33333334,1.0,0.0,0.0,0.0,0.0
3DOrdP4H8SA[4],3DOrdP4H8SA,3DOrdP4H8SA_4,4,54.4176870748,56.714739229,1632,1701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3DOrdP4H8SA[5],3DOrdP4H8SA,3DOrdP4H8SA_5,5,4.80045351474,7.50657596372,144,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3DOrdP4H8SA[6],3DOrdP4H8SA,3DOrdP4H8SA_6,6,6.89569160998,10.9287981859,206,327,-1.6666666,0.0,1.0,0.0,0.33333334,0.6666667,0.6666667
3DOrdP4H8SA[7],3DOrdP4H8SA,3DOrdP4H8SA_7,7,10.1283446712,19.1401360544,303,574,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.6666667
3DOrdP4H8SA[8],3DOrdP4H8SA,3DOrdP4H8SA_8,8,18.6390022676,25.0666666667,559,751,-0.6666667,0.0,1.3333334,0.6666667,0.6666667,0.6666667,0.0
3DOrdP4H8SA[9],3DOrdP4H8SA,3DOrdP4H8SA_9,9,24.8648526077,30.4344671202,745,913,-1.0,0.0,0.6666667,0.0,0.0,0.0,0.33333334
3DgOMTs3A1E[0],3DgOMTs3A1E,3DgOMTs3A1E_0,0,0.0,11.258,0,337,1.3333334,0.0,0.0,0.0,0.0,0.0,0.0
3DgOMTs3A1E[10],3DgOMTs3A1E,3DgOMTs3A1E_10,10,135.703,139.686,4071,4190,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
3DgOMTs3A1E[11],3DgOMTs3A1E,3DgOMTs3A1E_11,11,139.674,145.473,4190,4364,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
3DgOMTs3A1E[12],3DgOMTs3A1E,3DgOMTs3A1E_12,12,18.819,26.463,564,793,0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
3DgOMTs3A1E[13],3DgOMTs3A1E,3DgOMTs3A1E_13,13,145.191,151.14,4355,4534,0.33333334,0.33333334,0.0,0.0,0.0,0.33333334,0.33333334
3DgOMTs3A1E[14],3DgOMTs3A1E,3DgOMTs3A1E_14,14,151.776,155.41,4553,4662,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
3DgOMTs3A1E[15],3DgOMTs3A1E,3DgOMTs3A1E_15,15,155.628,160.259,4668,4807,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
3DgOMTs3A1E[16],3DgOMTs3A1E,3DgOMTs3A1E_16,16,160.457,174.367,4813,5230,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
3DgOMTs3A1E[17],3DgOMTs3A1E,3DgOMTs3A1E_17,17,173.367,176.882,5200,5306,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
3DgOMTs3A1E[18],3DgOMTs3A1E,3DgOMTs3A1E_18,18,177.907,182.14,5337,5464,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
3DgOMTs3A1E[19],3DgOMTs3A1E,3DgOMTs3A1E_19,19,182.546,188.615,5476,5658,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
